Node,NumThreads,Load,Algorithm,Time
B,4,100,Algoritmo_3, 0.002640 

B,4,100,Algoritmo_3, 0.002505 

B,4,100,Algoritmo_3, 0.002467 

B,4,100,Algoritmo_3, 0.002227 

B,4,100,Algoritmo_3, 0.002293 

B,4,100,Algoritmo_3, 0.002496 

B,4,100,Algoritmo_3, 0.002553 

B,4,100,Algoritmo_3, 0.002377 

B,4,100,Algoritmo_3, 0.002000 

B,4,100,Algoritmo_3, 0.002684 

B,4,100,Algoritmo_3, 0.002143 

B,4,100,Algoritmo_3, 0.002517 

B,4,100,Algoritmo_3, 0.002262 

B,4,100,Algoritmo_3, 0.002178 

B,4,100,Algoritmo_3, 0.002506 

B,4,100,Algoritmo_3, 0.002508 

B,4,100,Algoritmo_3, 0.002487 

B,4,100,Algoritmo_3, 0.002521 

B,4,100,Algoritmo_3, 0.002512 

B,4,100,Algoritmo_3, 0.002496 

B,4,100,Algoritmo_3, 0.002800 

B,4,100,Algoritmo_3, 0.001974 

B,4,100,Algoritmo_3, 0.003822 

B,4,100,Algoritmo_3, 0.002469 

B,4,100,Algoritmo_3, 0.002319 

B,4,100,Algoritmo_3, 0.002094 

B,4,100,Algoritmo_3, 0.002433 

B,4,100,Algoritmo_3, 0.002107 

B,4,100,Algoritmo_3, 0.002448 

B,4,100,Algoritmo_3, 0.002178 

B,4,100,Algoritmo_3, 0.002444 

B,4,100,Algoritmo_3, 0.002500 

B,4,100,Algoritmo_3, 0.002426 

B,4,100,Algoritmo_3, 0.002347 

B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,8,100,Algoritmo_3,El número de hilos debe ser <= 6
B,1,200,Algoritmo_1, 0.037513 

B,1,200,Algoritmo_1, 0.036793 

B,1,200,Algoritmo_1, 0.036720 

B,1,200,Algoritmo_1, 0.036842 

B,1,200,Algoritmo_1, 0.036829 

B,1,200,Algoritmo_1, 0.036906 

B,1,200,Algoritmo_1, 0.041772 

B,1,200,Algoritmo_1, 0.040300 

B,1,200,Algoritmo_1, 0.037946 

B,1,200,Algoritmo_1, 0.040751 

B,1,200,Algoritmo_1, 0.043613 

B,1,200,Algoritmo_1, 0.041177 

B,1,200,Algoritmo_1, 0.040047 

B,1,200,Algoritmo_1, 0.037961 

B,1,200,Algoritmo_1, 0.038131 

B,1,200,Algoritmo_1, 0.037917 

B,1,200,Algoritmo_1, 0.037693 

B,1,200,Algoritmo_1, 0.037953 

B,1,200,Algoritmo_1, 0.040495 

B,1,200,Algoritmo_1, 0.040033 

B,1,200,Algoritmo_1, 0.042306 

B,1,200,Algoritmo_1, 0.039310 

B,1,200,Algoritmo_1, 0.042669 

B,1,200,Algoritmo_1, 0.041101 

B,1,200,Algoritmo_1, 0.040132 

B,1,200,Algoritmo_1, 0.041198 

B,1,200,Algoritmo_1, 0.038170 

B,1,200,Algoritmo_1, 0.037852 

B,1,200,Algoritmo_1, 0.037878 

B,1,200,Algoritmo_1, 0.037792 

B,1,200,Algoritmo_1, 0.040516 

B,1,200,Algoritmo_1, 0.039077 

B,1,200,Algoritmo_1, 0.037975 

B,1,200,Algoritmo_1, 0.038226 

B,1,200,Algoritmo_1, 0.037595 

B,1,200,Algoritmo_1, 0.040080 

B,2,200,Algoritmo_1, 0.021272 

B,2,200,Algoritmo_1, 0.023138 

B,2,200,Algoritmo_1, 0.025101 

B,2,200,Algoritmo_1, 0.022929 

B,2,200,Algoritmo_1, 0.021698 

B,2,200,Algoritmo_1, 0.019068 

B,2,200,Algoritmo_1, 0.023087 

B,2,200,Algoritmo_1, 0.024357 

B,2,200,Algoritmo_1, 0.021882 

B,2,200,Algoritmo_1, 0.022479 

B,2,200,Algoritmo_1, 0.023230 

B,2,200,Algoritmo_1, 0.022659 

B,2,200,Algoritmo_1, 0.023288 

B,2,200,Algoritmo_1, 0.023056 

B,2,200,Algoritmo_1, 0.023389 

B,2,200,Algoritmo_1, 0.023259 

B,2,200,Algoritmo_1, 0.023369 

B,2,200,Algoritmo_1, 0.022551 

B,2,200,Algoritmo_1, 0.025234 

B,2,200,Algoritmo_1, 0.024061 

B,2,200,Algoritmo_1, 0.023663 

B,2,200,Algoritmo_1, 0.021756 

B,2,200,Algoritmo_1, 0.022598 

B,2,200,Algoritmo_1, 0.022495 

B,2,200,Algoritmo_1, 0.024626 

B,2,200,Algoritmo_1, 0.021122 

B,2,200,Algoritmo_1, 0.023819 

B,2,200,Algoritmo_1, 0.022401 

B,2,200,Algoritmo_1, 0.019005 

B,2,200,Algoritmo_1, 0.019137 

B,2,200,Algoritmo_1, 0.019069 

